case_id,model_finding_id,initial_adjudicator_type,initial_codeql_relation,initial_matched_reference_ids,initial_relation_confidence,initial_relation_rationale,final_codeql_relation,final_matched_reference_ids,human_review_status,final_decision_source,reviewer_role,source_row_sha256
case-3b5889bf8c2dda15fe1f,mf-2b89f99c16be501884dd,LLM_assistant,no_match,,high,The CLI's stale return-shape handling is unrelated to CodeQL's semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,f70476a7c6c467e12183aeda707e4af641c9f75dde98982965b347ac241971ed
case-3b5889bf8c2dda15fe1f,mf-9c874f6161a35cbd6201,LLM_assistant,no_match,,high,The CLI's stale return-shape handling is unrelated to CodeQL's semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,a422aa356da7cde4d3ad279d23f73cb996e8f096a3d6025060a3062432ad022b
case-3b5889bf8c2dda15fe1f,mf-d846b8ce12a430e777ee,LLM_assistant,no_match,,high,The evaluator CLI's stale return-shape handling is unrelated to CodeQL's semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,ee877df24942a5755c25136149620e262da9ba1d262de3eca14240f10ca17287
case-3b5889bf8c2dda15fe1f,mf-688817759420cda854ab,LLM_assistant,no_match,,high,The misleading environment type assertions are unrelated to CodeQL's semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,801047c1dc2c70efe2db38f40aff90ca3186e78afece4d6059c21af7c5edf12e
case-42cb40725b6715e6b56e,mf-f76ab379582a5b38426f,LLM_assistant,same_issue,sf-a51e3a1fab37f5d26d1e,high,Both identify statements after an unconditional return as unreachable.,same_issue,sf-a51e3a1fab37f5d26d1e,author_confirmed,author_manual_review,author,9f6e08d4f2d61081605e11e9e2931b070f9c8b9a681d8b819b91ff1e24e616bc
case-42cb40725b6715e6b56e,mf-19f8cec751191666f8b0,LLM_assistant,related_distinct,,medium,"The static Pro feature text is in the pricing page that CodeQL reports as containing unreachable JSX (sf-a51e3a1fab37f5d26d1e), but stale content and reachability are different defects.",related_distinct,,author_confirmed,author_manual_review,author,7bb74a4fe4662c0c77e21c00f1a94d018db33b842d72d21bf590190f8cfc2425
case-42cb40725b6715e6b56e,mf-9a6fd6bd4da8e67291c3,LLM_assistant,related_distinct,,medium,The static Teams feature text and CodeQL's unreachable JSX occur in the same pricing page but have distinct causes and fixes.,related_distinct,,author_confirmed,author_manual_review,author,19f3ad92e9b0b9589e91d641682163c743647d561adffbb281b81da6a639bc72
case-42cb40725b6715e6b56e,mf-03493138acbd7201fe49,LLM_assistant,related_distinct,,high,"The nonfunctional annual toggle lies inside the JSX made unreachable by the earlier return, but adding toggle state does not fix the reachability defect and removing the return does not implement the toggle.",related_distinct,,author_confirmed,author_manual_review,author,f5b920031f94a4f783d0efba59eded0ca1cf945c9a59684dbe19b81dce7e925e
case-42cb40725b6715e6b56e,mf-d4dbb27d8bf714f6b9dd,LLM_assistant,no_match,,high,The duplicated TypeScript interface is not represented by the unreachable-statement alert.,no_match,,author_confirmed,author_manual_review,author,a993b1c92f0bfab11e3f050421581e8865946b419492472b6aa55dad5498d368
case-42cb40725b6715e6b56e,mf-9576a7c55cdc3a884b12,LLM_assistant,no_match,,high,The hardcoded dark styling is not represented by the unreachable-statement alert.,no_match,,author_confirmed,author_manual_review,author,ecf8cafd29133247541e6d6204a3b43f8c455fd6806aaa72fe802a89f05bce2d
case-4305c02b5fa838228719,mf-552896033c91c50a58d4,LLM_assistant,related_distinct,,medium,The duplicated enum value and CodeQL's unused imports in state.py share the state module but are independent semantic and cleanup defects.,related_distinct,,author_confirmed,author_manual_review,author,31b41a0282d3da82fc892cc59d78592e5c09066da3f06493e5ee22330a1f2f5a
case-4305c02b5fa838228719,mf-a6dcddc4fbcb67dc2c0e,LLM_assistant,no_match,,high,The endpoint overwrite is not represented by the session import/binding/export alerts.,no_match,,author_confirmed,author_manual_review,author,6497f247995003d138584bd9aab95e78beb87f71a8affa2fe0106c0eb9068c76
case-4305c02b5fa838228719,mf-99c734b4cba70372a3bd,LLM_assistant,same_issue,sf-db0ad4255383099c1685,high,Both identify that current remains in __all__ after its definition was removed.,same_issue,sf-db0ad4255383099c1685,author_confirmed,author_manual_review,author,cc215cbea72a7b960423dcb27cf2d5af885546d66ab82d94ba446b40f6417956
case-4305c02b5fa838228719,mf-647412377623b1f5e9f2,LLM_assistant,related_distinct,,high,"The changed Session.current fallback and CodeQL's cyclic import/mis-bound current method occur in the same class, but the runtime lookup policy is not the import cycle or first-parameter naming issue.",related_distinct,,author_confirmed,author_manual_review,author,e4d4862586b64dedad425488638b6ea938a77645e10edf61964e44bed9da2089
case-4305c02b5fa838228719,mf-1693294a764ffb38e526,LLM_assistant,related_distinct,,medium,The enum serialization change and CodeQL's unused imports occur in state.py but are different API compatibility and cleanup issues.,related_distinct,,author_confirmed,author_manual_review,author,5d8a44cd7881797291cd025d50ee81aabdf3e8c7437edf318b73ceaf77c24cbc
case-4305c02b5fa838228719,mf-84f1ddb348a539a5a56f,LLM_assistant,no_match,,high,The partially mutated Config object is not represented by the session import/binding/export alerts.,no_match,,author_confirmed,author_manual_review,author,94a7f471647b1d9cde074ef7a14ad702658d63d03050accc6ce6ab4dc48c79cb
case-4305c02b5fa838228719,mf-49537ee0651348ecdcb1,LLM_assistant,no_match,,high,The incomplete valid-parameter set is not represented by the session import/binding/export alerts.,no_match,,author_confirmed,author_manual_review,author,fcc6f1f966b3af5f8749aa4d79231d18c0c837483db8c6b8a5a12feab51b29ca
case-4305c02b5fa838228719,mf-0f310d689f69619f4dd4,LLM_assistant,no_match,,high,The unused TYPE_CHECKING import is in agentops/__init__.py and is distinct from CodeQL's unused imports in session.py and state.py.,no_match,,author_confirmed,author_manual_review,author,25faa872e94ad612f3abbd9b3593ac7360b4345e64a088cd0d341b6637a461e6
case-4305c02b5fa838228719,mf-2611be738d52d45f6f1b,LLM_assistant,same_issue,sf-f8233e6508e59ad656b7,high,Both identify the unused enum.auto import.,same_issue,sf-f8233e6508e59ad656b7,author_confirmed,author_manual_review,author,059f467aa45fcd0112543827168fb7c7bb8b2619a2e651aa7e165dd5a274abc2
case-45ecc9b9b423e37da22e,mf-a9cb5a58c0f51c24a928,LLM_assistant,related_distinct,,medium,"The leaked implementation keyword and CodeQL's cyclic imports occur in expand, but the argument-routing defect is not the import cycle; the unused config_override at line 1506 is also a separate variable.",related_distinct,,author_confirmed,author_manual_review,author,2312dfa5f1de636d4902a20fb037884a8ac58b70f20e95c98e9b87f87bcb3684
case-45ecc9b9b423e37da22e,mf-22f74f8f0c84638055d2,LLM_assistant,related_distinct,,medium,"Dropped positional argument forwarding occurs in the same expand implementation as CodeQL's cyclic imports, but is not the same defect.",related_distinct,,author_confirmed,author_manual_review,author,09c70fed4ba83fd967baad90596b50e2467799a6bcfefc6377a8132d169072f7
case-45ecc9b9b423e37da22e,mf-fb6eac006fcc7d7290b5,LLM_assistant,no_match,,high,The unchecked implementations attribute is in state.py and is not represented by CodeQL's nodes.py import and unused-local alerts.,no_match,,author_confirmed,author_manual_review,author,f4ef48cdf19784b9c2c1abe45826207fef7262f84c6de8b3b7f977b47380f38c
case-45ecc9b9b423e37da22e,mf-20c7c147fd4209d83f15,LLM_assistant,related_distinct,,medium,The misleading expand docstring and CodeQL's cyclic imports share the expand implementation but require distinct documentation/API and import-structure fixes.,related_distinct,,author_confirmed,author_manual_review,author,79de9c672778c2889cb7c8fc7d9a35d333bd7d8e145241046b4b33687b6f1fe8
case-4a764f3847aeba71b091,mf-a1600d11992286e37002,LLM_assistant,related_distinct,,medium,"The datetime serialization crash and CodeQL's cyclic import occur in task_v2_service.py, but are independent serialization and module-structure defects.",related_distinct,,author_confirmed,author_manual_review,author,3e9a5179222badb896122e08a4a2448d29298a533d6a3ed7a6fdbf8458dc9288
case-4a764f3847aeba71b091,mf-16eb74fd4d335e2ae3aa,LLM_assistant,related_distinct,,medium,The swallowed workflow error and CodeQL's cyclic import occur in task_v2_service.py but are not the same exception or dependency defect.,related_distinct,,author_confirmed,author_manual_review,author,1e6af6a421dfeb0c337af5f52020c38f4fb9ff4574427ace7c632495c68c372a
case-4d8ff19fb340c20d7a49,mf-a2495632cde5879faf08,LLM_assistant,no_match,,high,The conditional-expression precedence bug is unrelated to CodeQL's unsafe imports in _run_impl.py.,no_match,,author_confirmed,author_manual_review,author,78cef31ead4c10df1cb600b88a539c97e9fdd70f227ad06c30ad3c2af781a26b
case-4d8ff19fb340c20d7a49,mf-eae775697827afef7c69,LLM_assistant,no_match,,high,The timeout default/documentation mismatch is unrelated to CodeQL's unsafe imports.,no_match,,author_confirmed,author_manual_review,author,a3054737af482c83e4bd099d2a305fea3fdb714a3d390c08ba96063b84c9d8ef
case-4d8ff19fb340c20d7a49,mf-e96883a48bc70de9d0ef,LLM_assistant,related_distinct,,medium,"Ignoring pending safety checks and CodeQL's unsafe cyclic imports occur in _run_impl.py, but are separate execution-policy and module-initialization defects.",related_distinct,,author_confirmed,author_manual_review,author,ada2bc24b6e8695bf429bb1daebb4526695d01e0538f5d118fd257b477e768b4
case-58d2a55832abcd11e69d,mf-0fc2be736c1349593b26,LLM_assistant,no_match,,high,The removed cache write-permission guard is unrelated to CodeQL's unclosed file in commands.py.,no_match,,author_confirmed,author_manual_review,author,7c44aa2a2c747fef5017511f16e394a99fe8bd126034159f9c20682fe92d872c
case-58d2a55832abcd11e69d,mf-978427103ece67b75469,LLM_assistant,same_issue,sf-baf43c533bc7dca99a82,high,Both identify the file handle opened for dagger.log without a corresponding close.,same_issue,sf-baf43c533bc7dca99a82,author_confirmed,author_manual_review,author,5fb67ab387485472f90eb1e9e75d38cd9efa3f9d772af5d76b2cd0e7f52d6568
case-58d2a55832abcd11e69d,mf-5bc9455528cad51b8670,LLM_assistant,no_match,,high,The unused Python image constant is unrelated to CodeQL's unclosed file.,no_match,,author_confirmed,author_manual_review,author,70bab5e687cc0eb3c56eb99d5d97ed38c5767d156799fd7bee629595da3710d5
case-5bc4ea80f1c42b093e67,mf-1c22ca3a62944a8b13dc,LLM_assistant,same_issue,sf-cb35e23bf36e4b979a2e|sf-604eb391bf6dcbca5586,high,The same bare except both catches BaseException subclasses and has an empty pass body; the reviewer explicitly identifies both aspects represented by the two CodeQL alerts.,same_issue,sf-cb35e23bf36e4b979a2e|sf-604eb391bf6dcbca5586,author_confirmed,author_manual_review,author,31a0099b7cfb03a71c367dc6f29eb8ec012ac624e3762434b78d9f71ce956759
case-5bc4ea80f1c42b093e67,mf-de0a47743edfbae81b3c,LLM_assistant,related_distinct,,medium,"The repeated import and CodeQL's bare empty handler occur in the same reward function, but performance overhead and exception swallowing are distinct defects.",related_distinct,,author_confirmed,author_manual_review,author,139b81f7bd97f81e8dc076d44a438569aeab3c4ad8cb6068ad18aa26302947ce
case-5bc4ea80f1c42b093e67,mf-78a5558f822b175f3d21,LLM_assistant,no_match,,high,The unused transformed metadata is not represented by the exception-handler alerts.,no_match,,author_confirmed,author_manual_review,author,9d490e61d36d953b8dc7136d7e77167fdbd1e902068fab4a2d29e41a1855bd37
case-5bc4ea80f1c42b093e67,mf-3325e5f71e1bb0cca3b0,LLM_assistant,no_match,,high,The inconsistent dictionary access is not represented by the exception-handler alerts.,no_match,,author_confirmed,author_manual_review,author,2f75fdc857ecdaf1a229f5f169ba65f537b6f0959e4ed482a2d6c9ef5e9b957d
case-5f4c438794b17fe2dd2c,mf-635a8fa8dd95b82f2dc3,LLM_assistant,same_issue,sf-0b38ef893d2c500061ee,high,"Both identify the implicit None return on the non-not-found ClientError path in _does_model_exist, mixed with explicit Boolean returns.",same_issue,sf-0b38ef893d2c500061ee,author_confirmed,author_manual_review,author,1f6364db5e96182e900155257d75ce3a871765c4c69333fed2d50ed48f9faafe
case-5f4c438794b17fe2dd2c,mf-700f5e0e90116b503a30,LLM_assistant,no_match,,high,The non-idempotent directory creation is unrelated to CodeQL's mixed-return path in a SageMaker helper.,no_match,,author_confirmed,author_manual_review,author,af8eff05fac58f10ec81ed132a10bd4888869fc2c3ad06b8600df2224170212f
case-5f4c438794b17fe2dd2c,mf-dcd04294e7df0c6fb774,LLM_assistant,no_match,,high,The stale docstring parameter is unrelated to CodeQL's mixed-return path.,no_match,,author_confirmed,author_manual_review,author,12399f5a388b369a66da08af005a2a34004b7b3b2d0b21e8af7e087a5194a68c
case-63f02cda0a1f10073dfa,mf-e2dd7f12367d0eb0f5fd,LLM_assistant,no_match,,high,The unvalidated sort field is unrelated to CodeQL's mixed-return alert in pipelines.py.,no_match,,author_confirmed,author_manual_review,author,f9ffd39ef7660f45f831d1b8ae43fc18859fb3bef7059ce697edf3047d3bcadd
case-63f02cda0a1f10073dfa,mf-60451dcd106846ca5810,LLM_assistant,no_match,,high,The frontend request race is unrelated to CodeQL's mixed-return alert.,no_match,,author_confirmed,author_manual_review,author,ff6bf756c525dbb54e792311cff7c440efc78deb987aa089469ad1baa7ad12b5
case-63f02cda0a1f10073dfa,mf-fd4713590673c43f864f,LLM_assistant,no_match,,high,The case-sensitive sort order is unrelated to CodeQL's mixed-return alert.,no_match,,author_confirmed,author_manual_review,author,8c9075ed88a4882bac4549120100200293be3f21f0c6853e3113b010fe7277c7
case-63f02cda0a1f10073dfa,mf-4c5f8cc03a17a7b845ac,LLM_assistant,no_match,,high,The unchecked select value split is unrelated to CodeQL's mixed-return alert.,no_match,,author_confirmed,author_manual_review,author,3a90a00223eb02d37741aa0c9b14edabb2aa7a0f3ad8d19555c7bed40953881d
case-63f02cda0a1f10073dfa,mf-5076c74e3223d5bcf3f2,LLM_assistant,no_match,,high,The missing React effect dependency is unrelated to CodeQL's mixed-return alert.,no_match,,author_confirmed,author_manual_review,author,b129077352a96890e167592ae76b0775b0beab850a534de8223125356f665a05
case-697674ac2a65b8707ff3,mf-f15e99944ac7d75de146,LLM_assistant,related_distinct,,high,The missing exception boundary and CodeQL's semicolon-style alert occur in the git-diff block but are different reliability and formatting issues.,related_distinct,,author_confirmed,author_manual_review,author,cee3f345d63718c7d53438b72d24900d8887755e6ada6ed2d9efe5ff37a21330
case-697674ac2a65b8707ff3,mf-57aac85f586c50bcd59a,LLM_assistant,no_match,,high,The SDK/server result-key mismatch is not represented by the semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,d758a095c4d56ea43e13f65cc3aec55ae421ec986a93ef23d0293c7b2f8e54ff
case-697674ac2a65b8707ff3,mf-d973a365d7d05b398f67,LLM_assistant,related_distinct,,medium,The old/new property-name mismatch and CodeQL's semicolon-style alert occur in diff.ts but have distinct API and formatting remedies.,related_distinct,,author_confirmed,author_manual_review,author,fb8e1d48b77b6182f8b798d6bc76df9bf93eafd003249236acdcf02046cf74ea
case-697674ac2a65b8707ff3,mf-c2c65ccae8b170b015d5,LLM_assistant,no_match,,high,The omitted schema field is not represented by the semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,c95de25773457db7e28f7c80115d63ab8764619fc908f75092f6d5a48bca98ec
case-697674ac2a65b8707ff3,mf-d369a62dac828ab3b673,LLM_assistant,no_match,,high,The incomplete change type is not represented by the semicolon-style alert.,no_match,,author_confirmed,author_manual_review,author,25d461fd8de732977248ab49f6f128605047267c929ec70f820d524da4e0db84
case-697674ac2a65b8707ff3,mf-5816ad7079803c567b93,LLM_assistant,related_distinct,,medium,Sequential independent extraction and CodeQL's semicolon-style alert occur in diff.ts but are independent performance and formatting issues.,related_distinct,,author_confirmed,author_manual_review,author,3aa51f7ca79f6f09dc6e1dabbda76ff70d00fa1b9e76f6c6cefd58f2fcfc58fb
case-6bf52025747941db38d4,mf-f5cc5858f872be366b8e,LLM_assistant,no_match,,high,Leaking subscriber fields into generated requests is distinct from CodeQL's constant condition.,no_match,,author_confirmed,author_manual_review,author,bcdb9753a3cf9bdb4c3d6128fd5d6fd24236dca6e3ee064dbcba2bef33571718
case-6bf52025747941db38d4,mf-8a61b43f4edd538c377d,LLM_assistant,related_distinct,,medium,Omitted subscriber fields and CodeQL's constant condition occur around initialization in the same drawer but are separate data-mapping and control-flow defects.,related_distinct,,author_confirmed,author_manual_review,author,c3d061c86c20ab4f0d85d4e08dbacb5ac228d21127e5897e8551c570d5b283da
